city,date,station,trips
Mountain View,06/03/2014,32,6
Mountain View,06/03/2014,33,2
Mountain View,07/03/2014,27,5
Mountain View,07/03/2014,28,9
Mountain View,07/03/2014,29,5
Mountain View,07/03/2014,30,3
Mountain View,07/03/2014,31,5
Mountain View,07/03/2014,32,1
Mountain View,07/03/2014,33,2
Mountain View,08/03/2014,28,4
Mountain View,08/03/2014,29,2
Mountain View,08/03/2014,32,3
Mountain View,08/03/2014,33,1
Mountain View,09/03/2014,27,2
Mountain View,09/03/2014,28,11
Mountain View,09/03/2014,29,1
Mountain View,09/03/2014,30,1
Mountain View,09/03/2014,31,2
Mountain View,09/03/2014,33,4
Mountain View,10/03/2014,27,4
Mountain View,10/03/2014,28,11
Mountain View,10/03/2014,29,3
Mountain View,10/03/2014,30,4
Mountain View,10/03/2014,31,4
Mountain View,10/03/2014,32,1
Mountain View,10/03/2014,33,1
Mountain View,11/03/2014,27,3
Mountain View,11/03/2014,28,11
Mountain View,11/03/2014,29,2
Mountain View,11/03/2014,30,4
Mountain View,11/03/2014,31,4
Mountain View,11/03/2014,32,3
Mountain View,11/03/2014,33,4
Mountain View,12/03/2014,27,4
Mountain View,12/03/2014,28,10
Mountain View,12/03/2014,29,3
Mountain View,12/03/2014,30,1
Mountain View,12/03/2014,31,2
Mountain View,12/03/2014,32,2
Mountain View,12/03/2014,33,1
Mountain View,13/03/2014,27,6
Mountain View,13/03/2014,28,10
Mountain View,13/03/2014,29,1
Mountain View,13/03/2014,30,2
Mountain View,13/03/2014,31,3
Mountain View,13/03/2014,32,4
Mountain View,14/03/2014,27,4
Mountain View,14/03/2014,28,9
Mountain View,14/03/2014,29,4
Mountain View,14/03/2014,30,1
Mountain View,14/03/2014,31,3
Mountain View,14/03/2014,32,2
Mountain View,14/03/2014,33,1
Mountain View,15/03/2014,27,7
Mountain View,15/03/2014,28,1
Mountain View,15/03/2014,29,1
Mountain View,16/03/2014,28,2
Mountain View,16/03/2014,29,1
Mountain View,16/03/2014,30,1
Mountain View,16/03/2014,31,1
Mountain View,17/03/2014,27,7
Mountain View,17/03/2014,28,12
Mountain View,17/03/2014,29,2
Mountain View,17/03/2014,30,3
Mountain View,17/03/2014,31,2
Mountain View,17/03/2014,32,4
Mountain View,18/03/2014,27,7
Mountain View,18/03/2014,28,14
Mountain View,18/03/2014,29,3
Mountain View,18/03/2014,31,3
Mountain View,18/03/2014,32,1
Mountain View,18/03/2014,33,1
Mountain View,19/03/2014,27,4
Mountain View,19/03/2014,28,10
Mountain View,19/03/2014,29,3
Mountain View,19/03/2014,30,1
Mountain View,19/03/2014,31,1
Mountain View,19/03/2014,32,3
Mountain View,19/03/2014,33,3
Mountain View,20/03/2014,27,3
Mountain View,20/03/2014,28,10
Mountain View,20/03/2014,29,3
Mountain View,20/03/2014,30,4
Mountain View,20/03/2014,31,4
Mountain View,20/03/2014,32,5
Mountain View,20/03/2014,33,3
Mountain View,21/03/2014,27,2
Mountain View,21/03/2014,28,6
Mountain View,21/03/2014,29,7
Mountain View,21/03/2014,30,2
Mountain View,21/03/2014,31,3
Mountain View,21/03/2014,32,2
Mountain View,21/03/2014,33,3
Mountain View,22/03/2014,30,4
Mountain View,22/03/2014,33,1
Mountain View,23/03/2014,27,1
Mountain View,23/03/2014,28,5
Mountain View,23/03/2014,29,2
Mountain View,23/03/2014,31,1
Mountain View,23/03/2014,32,4
Mountain View,23/03/2014,33,1
Mountain View,24/03/2014,27,7
Mountain View,24/03/2014,28,10
Mountain View,24/03/2014,29,1
Mountain View,24/03/2014,31,5
Mountain View,24/03/2014,32,3
Mountain View,25/03/2014,27,7
Mountain View,25/03/2014,28,14
Mountain View,25/03/2014,29,2
Mountain View,25/03/2014,30,1
Mountain View,25/03/2014,31,4
Mountain View,25/03/2014,32,3
Mountain View,25/03/2014,33,1
Mountain View,26/03/2014,27,4
Mountain View,26/03/2014,28,11
Mountain View,26/03/2014,29,4
Mountain View,26/03/2014,30,2
Mountain View,26/03/2014,31,2
Mountain View,26/03/2014,32,2
Mountain View,26/03/2014,33,2
Mountain View,27/03/2014,27,5
Mountain View,27/03/2014,28,16
Mountain View,27/03/2014,29,1
Mountain View,27/03/2014,30,1
Mountain View,27/03/2014,31,4
Mountain View,27/03/2014,32,4
Mountain View,27/03/2014,33,4
Mountain View,28/03/2014,27,9
Mountain View,28/03/2014,28,11
Mountain View,28/03/2014,29,3
Mountain View,28/03/2014,30,2
Mountain View,28/03/2014,31,4
Mountain View,28/03/2014,32,2
Mountain View,28/03/2014,33,5
Mountain View,29/03/2014,28,1
Mountain View,29/03/2014,29,1
Mountain View,29/03/2014,32,2
Mountain View,30/03/2014,27,5
Mountain View,30/03/2014,28,5
Mountain View,30/03/2014,29,1
Mountain View,30/03/2014,30,1
Mountain View,30/03/2014,31,1
Mountain View,30/03/2014,32,2
Mountain View,30/03/2014,33,5
Mountain View,31/03/2014,27,4
Mountain View,31/03/2014,28,8
Mountain View,31/03/2014,29,3
Mountain View,31/03/2014,31,3
Mountain View,31/03/2014,32,4
Mountain View,31/03/2014,33,2
Mountain View,01/04/2014,27,5
Mountain View,01/04/2014,28,7
Mountain View,01/04/2014,29,2
Mountain View,01/04/2014,31,2
Mountain View,01/04/2014,32,2
Mountain View,01/04/2014,33,2
Mountain View,02/04/2014,27,7
Mountain View,02/04/2014,28,9
Mountain View,02/04/2014,29,6
Mountain View,02/04/2014,30,1
Mountain View,02/04/2014,31,5
Mountain View,02/04/2014,32,3
Mountain View,02/04/2014,33,2
Mountain View,03/04/2014,27,5
Mountain View,03/04/2014,28,9
Mountain View,03/04/2014,29,4
Mountain View,03/04/2014,30,2
Mountain View,03/04/2014,31,2
Mountain View,03/04/2014,32,2
Mountain View,03/04/2014,33,3
Mountain View,04/04/2014,27,1
Mountain View,04/04/2014,28,6
Mountain View,04/04/2014,29,5
Mountain View,04/04/2014,30,1
Mountain View,04/04/2014,31,2
Mountain View,04/04/2014,32,1
Mountain View,04/04/2014,33,1
Mountain View,05/04/2014,28,4
Mountain View,05/04/2014,30,2
Mountain View,05/04/2014,31,2
Mountain View,05/04/2014,33,1
Mountain View,06/04/2014,27,2
Mountain View,06/04/2014,28,3
Mountain View,06/04/2014,30,1
Mountain View,07/04/2014,27,5
Mountain View,07/04/2014,28,14
Mountain View,07/04/2014,29,9
Mountain View,07/04/2014,30,2
Mountain View,07/04/2014,31,6
Mountain View,07/04/2014,32,7
Mountain View,07/04/2014,33,3
Mountain View,08/04/2014,27,4
Mountain View,08/04/2014,28,10
Mountain View,08/04/2014,29,4
Mountain View,08/04/2014,30,2
Mountain View,08/04/2014,31,6
Mountain View,08/04/2014,32,4
Mountain View,08/04/2014,33,1
Mountain View,09/04/2014,27,2
Mountain View,09/04/2014,28,10
Mountain View,09/04/2014,29,6
Mountain View,09/04/2014,30,1
Mountain View,09/04/2014,31,6
Mountain View,09/04/2014,32,3
Mountain View,09/04/2014,33,2
Mountain View,10/04/2014,27,5
Mountain View,10/04/2014,28,12
Mountain View,10/04/2014,29,7
Mountain View,10/04/2014,30,2
Mountain View,10/04/2014,31,5
Mountain View,10/04/2014,32,6
Mountain View,10/04/2014,33,4
Mountain View,11/04/2014,27,4
Mountain View,11/04/2014,28,8
Mountain View,11/04/2014,29,4
Mountain View,11/04/2014,30,2
Mountain View,11/04/2014,31,6
Mountain View,11/04/2014,32,3
Mountain View,11/04/2014,33,2
Mountain View,12/04/2014,28,2
Mountain View,12/04/2014,30,3
Mountain View,12/04/2014,31,1
Mountain View,12/04/2014,32,1
Mountain View,12/04/2014,33,3
Mountain View,13/04/2014,27,2
Mountain View,13/04/2014,28,4
Mountain View,13/04/2014,29,1
Mountain View,13/04/2014,30,2
Mountain View,13/04/2014,31,3
Mountain View,13/04/2014,32,1
Mountain View,13/04/2014,33,13
Mountain View,14/04/2014,27,7
Mountain View,14/04/2014,28,14
Mountain View,14/04/2014,29,4
Mountain View,14/04/2014,30,3
Mountain View,14/04/2014,31,4
Mountain View,14/04/2014,32,3
Mountain View,14/04/2014,33,3
Mountain View,15/04/2014,27,5
Mountain View,15/04/2014,28,16
Mountain View,15/04/2014,29,3
Mountain View,15/04/2014,30,2
Mountain View,15/04/2014,31,4
Mountain View,15/04/2014,32,4
Mountain View,15/04/2014,33,4
Mountain View,16/04/2014,27,5
Mountain View,16/04/2014,28,14
Mountain View,16/04/2014,29,4
Mountain View,16/04/2014,30,3
Mountain View,16/04/2014,31,4
Mountain View,16/04/2014,32,4
Mountain View,17/04/2014,27,3
Mountain View,17/04/2014,28,13
Mountain View,17/04/2014,29,3
Mountain View,17/04/2014,30,4
Mountain View,17/04/2014,31,2
Mountain View,17/04/2014,32,4
Mountain View,17/04/2014,33,1
Mountain View,18/04/2014,27,5
Mountain View,18/04/2014,28,8
Mountain View,18/04/2014,29,7
Mountain View,18/04/2014,30,2
Mountain View,18/04/2014,31,1
Mountain View,18/04/2014,33,2
Mountain View,19/04/2014,28,1
Mountain View,19/04/2014,30,4
Mountain View,19/04/2014,31,1
Mountain View,20/04/2014,27,2
Mountain View,20/04/2014,28,4
Mountain View,20/04/2014,31,3
Mountain View,20/04/2014,33,2
Mountain View,21/04/2014,27,2
Mountain View,21/04/2014,28,15
Mountain View,21/04/2014,29,2
Mountain View,21/04/2014,30,2
Mountain View,21/04/2014,31,4
Mountain View,21/04/2014,32,5
Mountain View,21/04/2014,33,2
Mountain View,22/04/2014,27,3
Mountain View,22/04/2014,28,8
Mountain View,22/04/2014,29,6
Mountain View,22/04/2014,31,6
Mountain View,22/04/2014,32,3
Mountain View,22/04/2014,33,4
Mountain View,23/04/2014,27,4
Mountain View,23/04/2014,28,6
Mountain View,23/04/2014,29,5
Mountain View,23/04/2014,30,1
Mountain View,23/04/2014,31,6
Mountain View,23/04/2014,32,6
Mountain View,24/04/2014,27,4
Mountain View,24/04/2014,28,12
Mountain View,24/04/2014,29,5
Mountain View,24/04/2014,30,2
Mountain View,24/04/2014,31,5
Mountain View,24/04/2014,32,6
Mountain View,24/04/2014,33,4
Mountain View,25/04/2014,27,6
Mountain View,25/04/2014,28,3
Mountain View,25/04/2014,29,5
Mountain View,25/04/2014,30,3
Mountain View,25/04/2014,31,4
Mountain View,25/04/2014,32,1
Mountain View,25/04/2014,33,1
Mountain View,26/04/2014,27,1
Mountain View,26/04/2014,28,2
Mountain View,26/04/2014,29,2
Mountain View,26/04/2014,31,2
Mountain View,26/04/2014,32,1
Mountain View,27/04/2014,27,2
Mountain View,27/04/2014,28,6
Mountain View,27/04/2014,29,1
Mountain View,27/04/2014,30,3
Mountain View,27/04/2014,31,2
Mountain View,27/04/2014,32,4
Mountain View,27/04/2014,33,2
Mountain View,28/04/2014,27,6
Mountain View,28/04/2014,28,14
Mountain View,28/04/2014,29,8
Mountain View,28/04/2014,30,1
Mountain View,28/04/2014,31,4
Mountain View,28/04/2014,32,5
Mountain View,28/04/2014,33,1
Mountain View,29/04/2014,27,5
Mountain View,29/04/2014,28,10
Mountain View,29/04/2014,29,7
Mountain View,29/04/2014,30,3
Mountain View,29/04/2014,31,5
Mountain View,29/04/2014,32,2
Mountain View,29/04/2014,33,2
Mountain View,30/04/2014,27,8
Mountain View,30/04/2014,28,14
Mountain View,30/04/2014,29,7
Mountain View,30/04/2014,30,3
Mountain View,30/04/2014,31,6
Mountain View,30/04/2014,32,3
Mountain View,30/04/2014,33,1
Mountain View,01/05/2014,27,3
Mountain View,01/05/2014,28,15
Mountain View,01/05/2014,29,6
Mountain View,01/05/2014,30,4
Mountain View,01/05/2014,31,1
Mountain View,01/05/2014,32,4
Mountain View,01/05/2014,33,4
Mountain View,02/05/2014,27,3
Mountain View,02/05/2014,28,6
Mountain View,02/05/2014,29,1
Mountain View,02/05/2014,30,2
Mountain View,02/05/2014,31,3
Mountain View,02/05/2014,32,4
Mountain View,02/05/2014,33,3
Mountain View,03/05/2014,27,3
Mountain View,03/05/2014,28,4
Mountain View,03/05/2014,29,5
Mountain View,03/05/2014,31,2
Mountain View,03/05/2014,32,3
Mountain View,03/05/2014,33,2
Mountain View,04/05/2014,27,1
Mountain View,04/05/2014,28,3
Mountain View,04/05/2014,31,1
Mountain View,05/05/2014,27,8
Mountain View,05/05/2014,28,14
Mountain View,05/05/2014,29,5
Mountain View,05/05/2014,30,3
Mountain View,05/05/2014,31,5
Mountain View,05/05/2014,32,7
Mountain View,05/05/2014,33,3
Mountain View,06/05/2014,27,3
Mountain View,06/05/2014,28,9
Mountain View,06/05/2014,29,6
Mountain View,06/05/2014,30,1
Mountain View,06/05/2014,31,3
Mountain View,06/05/2014,32,1
Mountain View,06/05/2014,33,2
Mountain View,07/05/2014,27,6
Mountain View,07/05/2014,28,13
Mountain View,07/05/2014,29,5
Mountain View,07/05/2014,30,2
Mountain View,07/05/2014,31,4
Mountain View,07/05/2014,32,5
Mountain View,07/05/2014,33,1
Mountain View,08/05/2014,27,3
Mountain View,08/05/2014,28,10
Mountain View,08/05/2014,29,10
Mountain View,08/05/2014,30,1
Mountain View,08/05/2014,31,6
Mountain View,08/05/2014,32,2
Mountain View,08/05/2014,33,1
Mountain View,09/05/2014,27,2
Mountain View,09/05/2014,28,8
Mountain View,09/05/2014,29,6
Mountain View,09/05/2014,30,2
Mountain View,09/05/2014,31,4
Mountain View,09/05/2014,32,2
Mountain View,09/05/2014,33,2
Mountain View,10/05/2014,27,6
Mountain View,10/05/2014,28,3
Mountain View,10/05/2014,29,1
Mountain View,10/05/2014,30,2
Mountain View,10/05/2014,31,2
Mountain View,11/05/2014,27,4
Mountain View,11/05/2014,28,5
Mountain View,11/05/2014,32,1
Mountain View,12/05/2014,27,3
Mountain View,12/05/2014,28,14
Mountain View,12/05/2014,29,3
Mountain View,12/05/2014,30,3
Mountain View,12/05/2014,31,4
Mountain View,12/05/2014,32,4
Mountain View,12/05/2014,33,1
Mountain View,13/05/2014,27,5
Mountain View,13/05/2014,28,15
Mountain View,13/05/2014,29,8
Mountain View,13/05/2014,30,5
Mountain View,13/05/2014,31,9
Mountain View,13/05/2014,32,1
Mountain View,13/05/2014,33,4
Mountain View,14/05/2014,27,3
Mountain View,14/05/2014,28,10
Mountain View,14/05/2014,29,4
Mountain View,14/05/2014,30,1
Mountain View,14/05/2014,31,2
Mountain View,14/05/2014,32,6
Mountain View,14/05/2014,33,1
Mountain View,15/05/2014,27,2
Mountain View,15/05/2014,28,14
Mountain View,15/05/2014,29,4
Mountain View,15/05/2014,30,1
Mountain View,15/05/2014,31,5
Mountain View,15/05/2014,32,2
Mountain View,15/05/2014,33,3
Mountain View,16/05/2014,27,5
Mountain View,16/05/2014,28,6
Mountain View,16/05/2014,29,3
Mountain View,16/05/2014,30,5
Mountain View,16/05/2014,31,3
Mountain View,16/05/2014,32,3
Mountain View,16/05/2014,33,1
Mountain View,17/05/2014,28,2
Mountain View,17/05/2014,29,4
Mountain View,17/05/2014,30,1
Mountain View,17/05/2014,31,1
Mountain View,17/05/2014,32,3
Mountain View,17/05/2014,33,1
Mountain View,18/05/2014,27,2
Mountain View,18/05/2014,28,1
Mountain View,18/05/2014,32,2
Mountain View,19/05/2014,27,3
Mountain View,19/05/2014,28,12
Mountain View,19/05/2014,29,5
Mountain View,19/05/2014,30,4
Mountain View,19/05/2014,31,7
Mountain View,19/05/2014,32,5
Mountain View,19/05/2014,33,3
Mountain View,20/05/2014,27,7
Mountain View,20/05/2014,28,10
Mountain View,20/05/2014,29,6
Mountain View,20/05/2014,30,3
Mountain View,20/05/2014,31,6
Mountain View,20/05/2014,32,4
Mountain View,20/05/2014,33,3
Mountain View,21/05/2014,27,4
Mountain View,21/05/2014,28,10
Mountain View,21/05/2014,29,3
Mountain View,21/05/2014,30,3
Mountain View,21/05/2014,31,2
Mountain View,21/05/2014,32,4
Mountain View,21/05/2014,33,2
Mountain View,22/05/2014,27,4
Mountain View,22/05/2014,28,16
Mountain View,22/05/2014,29,5
Mountain View,22/05/2014,30,6
Mountain View,22/05/2014,31,5
Mountain View,22/05/2014,32,5
Mountain View,22/05/2014,33,3
Mountain View,23/05/2014,27,3
Mountain View,23/05/2014,28,8
Mountain View,23/05/2014,29,7
Mountain View,23/05/2014,30,1
Mountain View,23/05/2014,31,4
Mountain View,23/05/2014,32,1
Mountain View,23/05/2014,33,5
Mountain View,24/05/2014,27,3
Mountain View,24/05/2014,29,3
Mountain View,24/05/2014,30,8
Mountain View,24/05/2014,31,1
Mountain View,25/05/2014,27,4
Mountain View,25/05/2014,28,7
Mountain View,25/05/2014,29,3
Mountain View,25/05/2014,30,3
Mountain View,25/05/2014,31,1
Mountain View,25/05/2014,33,5
Mountain View,26/05/2014,27,1
Mountain View,26/05/2014,29,2
Mountain View,26/05/2014,30,2
Mountain View,26/05/2014,31,2
Mountain View,27/05/2014,27,7
Mountain View,27/05/2014,28,18
Mountain View,27/05/2014,29,4
Mountain View,27/05/2014,30,6
Mountain View,27/05/2014,31,4
Mountain View,27/05/2014,32,7
Mountain View,27/05/2014,33,1
Mountain View,28/05/2014,27,6
Mountain View,28/05/2014,28,17
Mountain View,28/05/2014,29,6
Mountain View,28/05/2014,30,3
Mountain View,28/05/2014,31,6
Mountain View,28/05/2014,32,4
Mountain View,28/05/2014,33,4
Mountain View,29/05/2014,27,3
Mountain View,29/05/2014,28,15
Mountain View,29/05/2014,29,7
Mountain View,29/05/2014,30,2
Mountain View,29/05/2014,31,5
Mountain View,29/05/2014,32,6
Mountain View,29/05/2014,33,1
Mountain View,30/05/2014,27,3
Mountain View,30/05/2014,28,8
Mountain View,30/05/2014,29,6
Mountain View,30/05/2014,30,5
Mountain View,30/05/2014,31,3
Mountain View,30/05/2014,32,1
Mountain View,30/05/2014,33,1
Mountain View,31/05/2014,27,1
Mountain View,31/05/2014,28,9
Mountain View,31/05/2014,29,4
Mountain View,31/05/2014,30,2
Mountain View,31/05/2014,31,1
Mountain View,31/05/2014,32,2
Mountain View,31/05/2014,33,1
Mountain View,01/06/2014,27,3
Mountain View,01/06/2014,28,5
Mountain View,01/06/2014,29,1
Mountain View,01/06/2014,30,3
Mountain View,01/06/2014,31,1
Mountain View,01/06/2014,32,1
Mountain View,01/06/2014,33,3
Mountain View,02/06/2014,27,6
Mountain View,02/06/2014,28,17
Mountain View,02/06/2014,29,5
Mountain View,02/06/2014,30,3
Mountain View,02/06/2014,31,4
Mountain View,02/06/2014,32,6
Mountain View,02/06/2014,33,3
Mountain View,03/06/2014,27,5
Mountain View,03/06/2014,28,16
Mountain View,03/06/2014,29,10
Mountain View,03/06/2014,30,5
Mountain View,03/06/2014,31,5
Mountain View,03/06/2014,32,4
Mountain View,03/06/2014,33,4
Mountain View,04/06/2014,27,3
Mountain View,04/06/2014,28,20
Mountain View,04/06/2014,29,7
Mountain View,04/06/2014,30,4
Mountain View,04/06/2014,31,7
Mountain View,04/06/2014,32,5
Mountain View,04/06/2014,33,5
Mountain View,05/06/2014,27,5
Mountain View,05/06/2014,28,15
Mountain View,05/06/2014,29,5
Mountain View,05/06/2014,30,4
Mountain View,05/06/2014,31,5
Mountain View,05/06/2014,32,4
Mountain View,05/06/2014,33,5
Mountain View,06/06/2014,27,5
Mountain View,06/06/2014,28,9
Mountain View,06/06/2014,29,2
Mountain View,06/06/2014,30,3
Mountain View,06/06/2014,31,4
Mountain View,06/06/2014,32,2
Mountain View,06/06/2014,33,2
Mountain View,07/06/2014,27,2
Mountain View,07/06/2014,28,2
Mountain View,07/06/2014,29,2
Mountain View,07/06/2014,30,3
Mountain View,07/06/2014,32,1
Mountain View,07/06/2014,33,1
Mountain View,08/06/2014,28,1
Mountain View,08/06/2014,29,1
Mountain View,08/06/2014,30,1
Mountain View,08/06/2014,31,1
Mountain View,09/06/2014,27,6
Mountain View,09/06/2014,28,15
Mountain View,09/06/2014,29,4
Mountain View,09/06/2014,30,3
Mountain View,09/06/2014,31,5
Mountain View,09/06/2014,32,2
Mountain View,10/06/2014,27,6
Mountain View,10/06/2014,28,18
Mountain View,10/06/2014,29,4
Mountain View,10/06/2014,30,5
Mountain View,10/06/2014,31,5
Mountain View,10/06/2014,32,5
Mountain View,10/06/2014,33,3
Mountain View,11/06/2014,27,7
Mountain View,11/06/2014,28,15
Mountain View,11/06/2014,29,6
Mountain View,11/06/2014,30,3
Mountain View,11/06/2014,31,6
Mountain View,11/06/2014,32,6
Mountain View,11/06/2014,33,2
Mountain View,12/06/2014,27,5
Mountain View,12/06/2014,28,12
Mountain View,12/06/2014,29,6
Mountain View,12/06/2014,30,3
Mountain View,12/06/2014,31,4
Mountain View,12/06/2014,32,5
Mountain View,12/06/2014,33,2
Mountain View,13/06/2014,27,6
Mountain View,13/06/2014,28,14
Mountain View,13/06/2014,29,2
Mountain View,13/06/2014,30,3
Mountain View,13/06/2014,31,2
Mountain View,13/06/2014,32,4
Mountain View,14/06/2014,27,1
Mountain View,14/06/2014,28,8
Mountain View,14/06/2014,29,1
Mountain View,14/06/2014,30,2
Mountain View,14/06/2014,31,2
Mountain View,15/06/2014,27,1
Mountain View,15/06/2014,28,5
Mountain View,15/06/2014,30,7
Mountain View,16/06/2014,27,7
Mountain View,16/06/2014,28,13
Mountain View,16/06/2014,29,7
Mountain View,16/06/2014,30,6
Mountain View,16/06/2014,31,9
Mountain View,16/06/2014,32,7
Mountain View,17/06/2014,27,6
Mountain View,17/06/2014,28,17
Mountain View,17/06/2014,29,6
Mountain View,17/06/2014,30,6
Mountain View,17/06/2014,31,9
Mountain View,17/06/2014,32,5
Mountain View,18/06/2014,27,5
Mountain View,18/06/2014,28,17
Mountain View,18/06/2014,29,7
Mountain View,18/06/2014,30,10
Mountain View,18/06/2014,31,4
Mountain View,18/06/2014,32,5
Mountain View,19/06/2014,27,5
Mountain View,19/06/2014,28,6
Mountain View,19/06/2014,29,5
Mountain View,19/06/2014,30,6
Mountain View,19/06/2014,31,6
Mountain View,19/06/2014,32,3
Mountain View,20/06/2014,27,4
Mountain View,20/06/2014,28,11
Mountain View,20/06/2014,29,4
Mountain View,20/06/2014,30,2
Mountain View,20/06/2014,31,5
Mountain View,20/06/2014,32,3
Mountain View,20/06/2014,33,2
Mountain View,21/06/2014,27,2
Mountain View,21/06/2014,28,4
Mountain View,21/06/2014,29,2
Mountain View,21/06/2014,32,5
Mountain View,21/06/2014,33,4
Mountain View,22/06/2014,27,2
Mountain View,22/06/2014,28,6
Mountain View,22/06/2014,31,1
Mountain View,22/06/2014,32,4
Mountain View,22/06/2014,33,3
Mountain View,23/06/2014,27,7
Mountain View,23/06/2014,28,11
Mountain View,23/06/2014,29,5
Mountain View,23/06/2014,30,1
Mountain View,23/06/2014,31,9
Mountain View,23/06/2014,32,5
Mountain View,23/06/2014,33,4
Mountain View,24/06/2014,27,6
Mountain View,24/06/2014,28,15
Mountain View,24/06/2014,29,6
Mountain View,24/06/2014,30,3
